"","ResponseId","co1","co2","co3an","co3bn","co3abn","co4","co5","co6","co7_1","co7_2","co7_3","co8","bs1","bs2","bs3","traust1","traust2","traust3_1","traust3_2","traust3_3","traust3_4","traust3_5","traust3_6","traust3_7","traust3_8","traust3_9","traust4","traust5","heilsa1","heilsa2","heilsa3","heilsa4","heilsa5","heilsa6","heilsa7","br1","br2","br3","br4","br5_1","br5_2","br5_3","br5_4","af1_1","af1_2","af1_3","af1_4","af1_5","af1_6","af1_7","af1_8","af1_9","af2_1","af2_2","af2_3","af2_4","af2_5","af2_6","vh","kyn","aldur4","aldur6","aldur7","buseta","buseta4","menntun3","menntun4","menntun5","stada4","stada","atvinna4","atvinna","hjuskapur4","born","einstaklingstekjur5","einstaklingstekjur6","heimilistekjur5","heimilistekjur6","kos6","Vigt"
"777","R_3fkJcevIiHqPtYY        ","Frekar eða mjög miklar","Já, hvað?","Fleiri en 10 manns","Enga","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Mjög vel","Mjög vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Sæmilega","Nei","Góða","Já","Svipað og vanalega","Nei",NA,"Frekar mikil","Nei","Miklu meira","Mjög lítil eða engin","Frekar sammála","Hvorki sammála né ósammála","Mjög ósammála","Mjög sammála","Frekar miklar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar litlar","Mjög miklar","Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Frekar sammála","Frekar sammála","Mjög sammála","Hvorki sammála né ósammála","Frekar sammála","Mjög sammála","2","Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Skilin(n) eða ekkill/ekkja","Börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","400 þús. kr. eða lægri","400 þús. kr. eða lægri","Vinstrihreyfinguna - grænt framboð",0.430085507282842
"778","R_3hge6IiVH795ymr        ","Ekki miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög illa","Hvorki vel né illa","Hvorki vel né illa","Mjög vel","Frekar vel","Mjög illa","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Góða","Já","Mjög góða","Nei",NA,"Nei",NA,"Frekar mikil","Nei","Miklu meira",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar",NA,NA,NA,NA,NA,NA,NA,"Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,NA,0.430085507282842
"779","R_3M9xtoOxQp6sg3M        ","Frekar eða mjög miklar","Já, hvað?","3-10 manns","fleiri en 10 manns","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Mjög vel","Frekar vel","Frekar illa","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Frekar sammála","Frekar ósammála","Mjög ósammála","Frekar ósammála","Frekar miklar","Mjög litlar eða engar","Frekar litlar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","5","Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.",NA,0.430085507282842
"780","R_3nuenWntCu25hVe        ","Frekar eða mjög miklar","Nei","3-10 manns","Enga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti",NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Já, 3 sinnum í viku eða oftar","Nei, aldrei","Mjög góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Minna","Mjög lítil eða engin","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar miklar","Frekar litlar","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","Mjög sammála","Frekar sammála","5","Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Samfylkinguna",0.430085507282842
"781","R_DFOUzVMeeRoUMkV        ","Ekki miklar","Já, hvað?","3-10 manns","fleiri en 10 manns","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Hvorki né","Já, líklega","Mjög ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Mjög vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Góða","Nei","Góða","Nei",NA,"Nei",NA,"Frekar mikil",NA,NA,NA,"Frekar sammála","Mjög ósammála","Frekar ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála",NA,"Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.","Vinstrihreyfinguna - grænt framboð",0.430085507282842
"782","R_so1vWgkzpdswfhT        ","Ekki miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Mjög vel","Hvorki vel né illa","Frekar illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Miklu minna",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Frekar ósammála","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","3","Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.430085507282842
"783","R_vc9vWWmLIsqvaM1        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Hvorki vel né illa","Öðru hvoru","Öðru hvoru","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið","Mjög lítil eða engin","Mjög sammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Mjög miklar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar litlar","Mjög litlar eða engar","Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Frekar ósammála","Mjög ósammála","8","Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í sambúð","Börn á heimilinu","Hærri en 900 þús. kr.","Hærri en 1100 þús. kr.","Hærri en 1300 þús. kr.","Hærri en 1,5 milljón kr.","Sjálfstæðisflokkinn",0.430085507282842
"784","R_w4pahMccgjvFvjj        ","Frekar eða mjög miklar","Já, hvað?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kona","45-59 ára","46-55 ára","46-55 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Önnur staða á vinnumarkaði","Atvinnuleitandi",NA,NA,"Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.430085507282842
"785","R_2pPsEcn89ORyn9m        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","1-2 einstaklinga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar illa","Já, 1-2 sinnum í viku","Já, 3 sinnum í viku eða oftar","Góða","Nei","Góða","Já","Meira en vanalega","Já","Meiri en vanalega","Frekar lítil","Nei","Um það bil jafn mikið",NA,"Frekar sammála","Mjög ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar miklar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Mjög miklar","Mjög miklar","Frekar miklar","Mjög litlar eða engar","Frekar sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála",NA,"7","Karl","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","Hærri en 1,5 milljón kr.","Viðreisn",0.429908403359453
"786","R_2WM8Vqh18wyGFrE        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Já, líklega","Já, líklega","Frekar ánægð(ur)","Frekar ánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Lélega","Já","Góða","Nei",NA,"Já","Minni en vanalega","Frekar mikil","Nei","Minna",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Mjög miklar","Mjög miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Hvorki sammála né ósammála","Frekar ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála",NA,"Karl","45-59 ára","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Sjálfstætt starfandi/atvinnurekandi","Atvinnurekandi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.",NA,0.429908403359453
"787","R_3ewMHK2iTiWK3El        ","Ekki miklar","Nei","Fleiri en 10 manns","3-10 manns","Fleiri en 10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Mjög vel","Hvorki vel né illa","Frekar illa","Já, 1-2 sinnum í viku","Öðru hvoru","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Meira",NA,"Frekar sammála","Hvorki sammála né ósammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","4","Karl","45-59 ára","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Sjálfstætt starfandi/atvinnurekandi","Atvinnurekandi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Samfylkinguna",0.429908403359453
"788","R_3fwbRcUP4s2rgnx        ","Ekki miklar","Nei","3-10 manns","3-10 manns","Fleiri en 10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Mjög vel","Öðru hvoru","Já, 1-2 sinnum í viku","Góða","Nei","Mjög góða","Nei",NA,"Já","Meiri en vanalega","Frekar lítil","Nei","Um það bil jafn mikið",NA,"Mjög sammála","Frekar sammála","Mjög ósammála","Frekar ósammála","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","3","Karl","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","Hærri en 1300 þús. kr.","Hærri en 1,5 milljón kr.","Pírata",0.429908403359453
"789","R_3HRiGtfZgfjw0a7        ","Ekki miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Frekar ánægð(ur)","Frekar vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar vel","Frekar vel","Hvorki vel né illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Sæmilega","Nei","Góða","Já","Svipað og vanalega","Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Frekar ósammála","Mjög ósammála","Frekar ósammála","Hvorki sammála né ósammála","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Mjög miklar","Mjög miklar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Frekar sammála","Frekar ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","4","Karl","45-59 ára","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","Hærri en 1100 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Samfylkinguna",0.429908403359453
"790","R_3mgAqD2cnxqy8EC        ","Ekki miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Hvorki vel né illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Já","Svipað og vanalega","Já","Mun minni en vanalega","Frekar lítil","Já, vinnutími var skorinn niður án þess að hlutabótaleið komi á móti","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Hvorki miklar né litlar","Mjög miklar","Mjög litlar eða engar","Mjög miklar","Frekar miklar","Mjög litlar eða engar","Frekar miklar","Hvorki miklar né litlar","Mjög miklar","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög ósammála","4","Karl","45-59 ára","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Sjálfstætt starfandi/atvinnurekandi","Sjálfstætt starfandi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,"Vinstrihreyfinguna - grænt framboð",0.429908403359453
"791","R_3PGMGx2CpvbGxEy        ","Frekar eða mjög miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Hvorki vel né illa","Frekar vel","Frekar illa","Öðru hvoru","Já, 1-2 sinnum í viku","Sæmilega","Já","Góða","Já","Svipað og vanalega","Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Hvorki miklar né litlar","Mjög sammála","Mjög ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Framsóknarflokkinn",0.429908403359453
"792","R_piA5o1c3Uw6f73P        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti",NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Meira",NA,"Hvorki sammála né ósammála",NA,"Mjög ósammála","Frekar ósammála","Frekar miklar","Frekar litlar","Frekar miklar","Mjög litlar eða engar","Frekar miklar","Frekar miklar","Mjög miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Mjög ósammála","Mjög ósammála","Frekar ósammála","Frekar ósammála","Mjög ósammála","7","Karl","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","Hærri en 1,5 milljón kr.","Sjálfstæðisflokkinn",0.429908403359453
"793","R_qJ8f4UgGDXYyfpn        ","Ekki miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Frekar vel","Mjög vel","Mjög vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Lélega","Já","Mjög góða","Nei",NA,"Já","Mun minni en vanalega","Frekar lítil","Nei","Minna",NA,"Mjög sammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Frekar miklar","Mjög litlar eða engar","Mjög miklar","Hvorki miklar né litlar","Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Í hjónabandi/staðfestri samvist","Börn á heimilinu",NA,NA,NA,NA,"Samfylkinguna",0.429908403359453
